row_id,PET_id,PET,expanded_text,span_text,label,whole_text,pet_type
200,15,大きい方,行チケットは入れたからヨシっとぉ。あとは傘どうしよっかなぁー。折り畳み傘とは言え[PET_BOUNDARY]大きい方が[PET_BOUNDARY]良いけど，すると サブ・バッグに入らなくなっちゃうし．．。ってか サブ・バッグ,大きい方が,0,行チケットは入れたからヨシっとぉ。あとは傘どうしよっかなぁー。折り畳み傘とは言え大きい方が良いけど，すると サブ・バッグに入らなくなっちゃうし．．。ってか サブ・バッグ,sometimes
201,15,大きい方,飛行機はなぜ浮くのですか？鉄のかたまりなのに…。飛行機が飛べるのは主翼（[PET_BOUNDARY]大きい方の[PET_BOUNDARY]翼）に浮力（浮く力）が働くように下面を略平らにし上面に丸味を付けているからです,大きい方の,0,飛行機はなぜ浮くのですか？鉄のかたまりなのに…。飛行機が飛べるのは主翼（大きい方の翼）に浮力（浮く力）が働くように下面を略平らにし上面に丸味を付けているからです,sometimes
202,15,大きい方,データをしまっておく抽斗みたいなもの。メモリーは作業をする机の上です。広い方が（[PET_BOUNDARY]大きい方が[PET_BOUNDARY]）いいですね。,大きい方が,0,データをしまっておく抽斗みたいなもの。メモリーは作業をする机の上です。広い方が（大きい方が）いいですね。,sometimes
203,15,大きい方,になります。２５ｃｍの換気扇は３０ｃｍ角の穴に取り付けます。３畳とはいえ換気扇は[PET_BOUNDARY]大きい方が[PET_BOUNDARY]良いと思いますよ。冬になると少し寒いですが・・・,大きい方が,0,になります。２５ｃｍの換気扇は３０ｃｍ角の穴に取り付けます。３畳とはいえ換気扇は大きい方が良いと思いますよ。冬になると少し寒いですが・・・,sometimes
204,15,大きい方,です。↑私もＮＯＪＯはおすすめしません。日本人の体型に合っていないようです。体の[PET_BOUNDARY]大きい方なら[PET_BOUNDARY]大丈夫かもしれませんが。あと、やはり暑そうです。人気があるのはピースリングだ,大きい方なら,0,です。↑私もＮＯＪＯはおすすめしません。日本人の体型に合っていないようです。体の大きい方なら大丈夫かもしれませんが。あと、やはり暑そうです。人気があるのはピースリングだ,sometimes
205,15,大きい方,アゴールデンです。今年も３個花をつけましたが実を付けるまでにはいたっていません。[PET_BOUNDARY]大きい方[PET_BOUNDARY]（２．３ｍ程度）が実生のポポーで品種・樹齢は不明です。今年も花をつけませんでした,大きい方,0,アゴールデンです。今年も３個花をつけましたが実を付けるまでにはいたっていません。大きい方（２．３ｍ程度）が実生のポポーで品種・樹齢は不明です。今年も花をつけませんでした,sometimes
206,15,大きい方,の前に芹香の顔が割り込んだ。 「うぅおわぁっ！」 それだけでも驚くのに、もう少し[PET_BOUNDARY]大きい方が[PET_BOUNDARY]いいですか？ とどこを見ていたのかわかったのか、視線でそんな事を問いかけてくる,大きい方が,0,の前に芹香の顔が割り込んだ。 「うぅおわぁっ！」 それだけでも驚くのに、もう少し大きい方がいいですか？ とどこを見ていたのかわかったのか、視線でそんな事を問いかけてくる,sometimes
207,15,大きい方,梯子を伝って降りた。そこから下が、左・右に別れ、洞穴状の墓跡になっている。右側の[PET_BOUNDARY]大きい方が[PET_BOUNDARY]、王女の墓と聞いて、更に約五メートル坂道を下り、右奥の暗がりへ足を踏みこんでい,大きい方が,0,梯子を伝って降りた。そこから下が、左・右に別れ、洞穴状の墓跡になっている。右側の大きい方が、王女の墓と聞いて、更に約五メートル坂道を下り、右奥の暗がりへ足を踏みこんでい,sometimes
260,20,女の子の日,[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]出てくるるものは、血じゃないと習った気がするのですが、血との違いを教えてくださ,女の子の日に,1,女の子の日に出てくるるものは、血じゃないと習った気がするのですが、血との違いを教えてくださ,sometimes
261,20,女の子の日,[PET_BOUNDARY]女の子の日が[PET_BOUNDARY]始まるとお腹の痛みだけでなく気分も沈みやすくなるので、無理をしないようにしています。,女の子の日が,1,女の子の日が始まるとお腹の痛みだけでなく気分も沈みやすくなるので、無理をしないようにしています。,sometimes
262,20,女の子の日,友達との旅行がちょうど[PET_BOUNDARY]女の子の日と[PET_BOUNDARY]重なってしまい、思うように楽しめなかったことがあります。,女の子の日と,1,友達との旅行がちょうど女の子の日と重なってしまい、思うように楽しめなかったことがあります。,sometimes
263,20,女の子の日,[PET_BOUNDARY]女の子の日は[PET_BOUNDARY]体がだるくて頭痛もひどくなるため、仕事の予定を調整することが多いです。,女の子の日は,1,女の子の日は体がだるくて頭痛もひどくなるため、仕事の予定を調整することが多いです。,sometimes
264,20,女の子の日,彼女は[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]なると食欲が増して甘いものばかり食べたくなると笑って話していました。,女の子の日に,1,彼女は女の子の日になると食欲が増して甘いものばかり食べたくなると笑って話していました。,sometimes
265,20,女の子の日,[PET_BOUNDARY]女の子の日が[PET_BOUNDARY]遅れると少し不安になり、体調の変化にとても敏感になってしまいます。,女の子の日が,1,女の子の日が遅れると少し不安になり、体調の変化にとても敏感になってしまいます。,sometimes
266,20,女の子の日,[PET_BOUNDARY]女の子の日は[PET_BOUNDARY]普段よりも体が冷えやすくなるので、温かい飲み物を意識して摂るようにしています。,女の子の日は,1,女の子の日は普段よりも体が冷えやすくなるので、温かい飲み物を意識して摂るようにしています。,sometimes
267,20,女の子の日,運動を習慣にしてから[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]不調が少し和らいだ気がして、続ける励みになっています。,女の子の日の,1,運動を習慣にしてから女の子の日の不調が少し和らいだ気がして、続ける励みになっています。,sometimes
268,20,女の子の日,[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]なると肌の調子まで崩れてしまうので、スキンケアに時間をかけるようになりました。,女の子の日に,1,女の子の日になると肌の調子まで崩れてしまうので、スキンケアに時間をかけるようになりました。,sometimes
269,20,女の子の日,彼女は[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]痛みが強すぎて学校を休むことがあり、周囲も理解を示していました。,女の子の日の,1,彼女は女の子の日の痛みが強すぎて学校を休むことがあり、周囲も理解を示していました。,sometimes
270,20,女の子の日,大事な試験の日と[PET_BOUNDARY]女の子の日が[PET_BOUNDARY]重なってしまい、集中力が続かず苦労したことがあります。,女の子の日が,1,大事な試験の日と女の子の日が重なってしまい、集中力が続かず苦労したことがあります。,sometimes
271,20,女の子の日,でしょぉ。。今晩は、散らし寿司・ひな祭りケーキ・雛あられを食べるよぉ。。今日は、[PET_BOUNDARY]女の子の日だよぉ[PET_BOUNDARY]♫♪↑は、ＺＥＮＫＩしゃん作,女の子の日だよぉ,0,でしょぉ。。今晩は、散らし寿司・ひな祭りケーキ・雛あられを食べるよぉ。。今日は、女の子の日だよぉ♫♪↑は、ＺＥＮＫＩしゃん作,sometimes
272,20,女の子の日,たのは、平和な世の中が続いたからともいえます。 そうした歴史に思いをはせながら、[PET_BOUNDARY]女の子の日を[PET_BOUNDARY]祝いたいものです。ふじた・じゅんこ戦災で焼けたひな人形と、両親の思い出への思慕,女の子の日を,0,たのは、平和な世の中が続いたからともいえます。 そうした歴史に思いをはせながら、女の子の日を祝いたいものです。ふじた・じゅんこ戦災で焼けたひな人形と、両親の思い出への思慕,sometimes
273,20,女の子の日,今日は三月三日。[PET_BOUNDARY]女の子の日でした[PET_BOUNDARY]＾＾。兄貴の誕生日でもありましてま、おめでとう！兄ちゃん。お嫁さん・・・今,女の子の日でした,0,今日は三月三日。女の子の日でした＾＾。兄貴の誕生日でもありましてま、おめでとう！兄ちゃん。お嫁さん・・・今,sometimes
274,20,女の子の日,にふりかかる災難の身代わりになってくれるようにと願いながら、川や海に流しました。[PET_BOUNDARY]女の子の日は[PET_BOUNDARY]、ひいな遊びと桃の節句が結びついたものだと考えられています。江戸時代中期からは,女の子の日は,0,にふりかかる災難の身代わりになってくれるようにと願いながら、川や海に流しました。女の子の日は、ひいな遊びと桃の節句が結びついたものだと考えられています。江戸時代中期からは,sometimes
275,20,女の子の日,ひな祭りの料理」焼き魚・干切りダイコンのみそ汁・ダイコンなます・煮物・赤飯などの[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]料理です。（田中本家博物館）ひな祭りのお菓子三色白玉ひな祭りのひし餅の色にあわ,女の子の日の,0,ひな祭りの料理」焼き魚・干切りダイコンのみそ汁・ダイコンなます・煮物・赤飯などの女の子の日の料理です。（田中本家博物館）ひな祭りのお菓子三色白玉ひな祭りのひし餅の色にあわ,sometimes
276,20,女の子の日,えものをし、子どもの幸せを祈るひな祭りは、日本だけにある優雅で奥の深い行事です。[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]長い歴史は人々が子どもを愛してきた歴史でもあり、江戸時代に盛んになったのは、平,女の子の日の,0,えものをし、子どもの幸せを祈るひな祭りは、日本だけにある優雅で奥の深い行事です。女の子の日の長い歴史は人々が子どもを愛してきた歴史でもあり、江戸時代に盛んになったのは、平,sometimes
277,20,女の子の日,３月３日[PET_BOUNDARY]女の子の日で[PET_BOUNDARY]ケーキをこのケーキクリームがおいしいのとケーキの形もきれいですねイチゴとクリー,女の子の日で,0,３月３日女の子の日でケーキをこのケーキクリームがおいしいのとケーキの形もきれいですねイチゴとクリー,sometimes
278,20,女の子の日,て、孫の成長を祈り、２月の初めから飾ってありました。ママのお誕生日と重なり楽しい[PET_BOUNDARY]女の子の日でした[PET_BOUNDARY]。美味しいかやく寿司をママが作って待ってくれていました。ありがとう。家族全,女の子の日でした,0,て、孫の成長を祈り、２月の初めから飾ってありました。ママのお誕生日と重なり楽しい女の子の日でした。美味しいかやく寿司をママが作って待ってくれていました。ありがとう。家族全,sometimes
279,20,女の子の日,でした。 それは多分、先生が入学した頃には、すでに人形は箱にしまわれ、三月三日の[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]日だけ、おひな様と一緒に飾られるようになっていたからでしょう。 そして、残念な,女の子の日の,0,でした。 それは多分、先生が入学した頃には、すでに人形は箱にしまわれ、三月三日の女の子の日の日だけ、おひな様と一緒に飾られるようになっていたからでしょう。 そして、残念な,sometimes
280,20,女の子の日,頃口にできない滋養のあるものを食べることのできる数少ない重要な日でした。 さて、[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]あたる３月３日ですが、中国には、この日、水辺で身体を清め、災いを祓う風習があり,女の子の日に,0,頃口にできない滋養のあるものを食べることのできる数少ない重要な日でした。 さて、女の子の日にあたる３月３日ですが、中国には、この日、水辺で身体を清め、災いを祓う風習があり,sometimes
281,20,女の子の日,食 『ちらし寿司』『サラダ』『フライ３種』『日本酒』『つまみ』『団子２個』今日は[PET_BOUNDARY]女の子の日と[PET_BOUNDARY]いうことで団子を２個食べました。ひなあられが嫌いなうちの娘も喜んで食べていまし,女の子の日と,0,食 『ちらし寿司』『サラダ』『フライ３種』『日本酒』『つまみ』『団子２個』今日は女の子の日ということで団子を２個食べました。ひなあられが嫌いなうちの娘も喜んで食べていまし,sometimes
282,20,女の子の日,のお陰でイギリスの文化に触れることができ、楽しい一日になりました。それともうすぐ[PET_BOUNDARY]女の子の日なので[PET_BOUNDARY]、お雛様とお内裏様を作りましたよ〜子供達も作れるようにと色々と考えて、上の,女の子の日なので,0,のお陰でイギリスの文化に触れることができ、楽しい一日になりました。それともうすぐ女の子の日なので、お雛様とお内裏様を作りましたよ〜子供達も作れるようにと色々と考えて、上の,sometimes
283,20,女の子の日,、↓去年、Ｄちゃんが、幼稚園年長さんの時につくった作品です♫♪今日は、３月３日「[PET_BOUNDARY]女の子の日[PET_BOUNDARY]」ですねｄ（ゝＣ＿・ｏ）йё☆Ｄちゃんは、男の子とだから、家には、兜がありますが,女の子の日,0,、↓去年、Ｄちゃんが、幼稚園年長さんの時につくった作品です♫♪今日は、３月３日「女の子の日」ですねｄ（ゝＣ＿・ｏ）йё☆Ｄちゃんは、男の子とだから、家には、兜がありますが,sometimes
304,22,プライベートゾーン,健康診断のときに、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]ケアについても相談しました。,プライベートゾーンの,1,健康診断のときに、プライベートゾーンのケアについても相談しました。,sometimes
305,22,プライベートゾーン,月のものの時期は、[PET_BOUNDARY]プライベートゾーンを[PET_BOUNDARY]清潔に保つことを意識しています。,プライベートゾーンを,1,月のものの時期は、プライベートゾーンを清潔に保つことを意識しています。,sometimes
306,22,プライベートゾーン,出産後しばらくは、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]違和感が続いていました。,プライベートゾーンの,1,出産後しばらくは、プライベートゾーンの違和感が続いていました。,sometimes
307,22,プライベートゾーン,敏感肌用の製品と同じように、[PET_BOUNDARY]プライベートゾーン用の[PET_BOUNDARY]専用ソープも売られています。,プライベートゾーン用の,1,敏感肌用の製品と同じように、プライベートゾーン用の専用ソープも売られています。,sometimes
308,22,プライベートゾーン,長時間の移動では、[PET_BOUNDARY]プライベートゾーンが[PET_BOUNDARY]不快にならないよう着替えを持ち歩きます。,プライベートゾーンが,1,長時間の移動では、プライベートゾーンが不快にならないよう着替えを持ち歩きます。,sometimes
309,22,プライベートゾーン,婦人科の先生に、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]かゆみについて相談したことがあります。,プライベートゾーンの,1,婦人科の先生に、プライベートゾーンのかゆみについて相談したことがあります。,sometimes
310,22,プライベートゾーン,夏の暑い時期は、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]ムレやニオイが気になりやすいです。,プライベートゾーンの,1,夏の暑い時期は、プライベートゾーンのムレやニオイが気になりやすいです。,sometimes
311,22,プライベートゾーン,出産を経験した友人が、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]ケアの大切さを話してくれました。,プライベートゾーンの,1,出産を経験した友人が、プライベートゾーンのケアの大切さを話してくれました。,sometimes
312,22,プライベートゾーン,温泉やサウナに行くときは、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]処理について少し気をつかいます。,プライベートゾーンの,1,温泉やサウナに行くときは、プライベートゾーンの処理について少し気をつかいます。,sometimes
313,22,プライベートゾーン,専門家によると、[PET_BOUNDARY]プライベートゾーンの[PET_BOUNDARY]トラブルは早めに受診することが大切です。,プライベートゾーンの,1,専門家によると、プライベートゾーンのトラブルは早めに受診することが大切です。,sometimes
314,22,プライベートゾーン,家に招いたとしても、寝室は[PET_BOUNDARY]プライベートゾーンなので[PET_BOUNDARY]基本的に入れません。,プライベートゾーンなので,0,家に招いたとしても、寝室はプライベートゾーンなので基本的に入れません。,sometimes
315,22,プライベートゾーン,仕事仲間とは仲良くしていますが、家庭のことは[PET_BOUNDARY]プライベートゾーンと[PET_BOUNDARY]して話さないようにしています。,プライベートゾーンと,0,仕事仲間とは仲良くしていますが、家庭のことはプライベートゾーンとして話さないようにしています。,sometimes
